numero,fecha_recogida (Fecha),UND
1153,22 mar 2024,2
1154,22 mar 2024,2
1155,22 mar 2024,2
1156,22 mar 2024,2
1157,22 mar 2024,2
1158,22 mar 2024,2
1159,22 mar 2024,2
1160,22 mar 2024,4
1161,22 mar 2024,2
1162,22 mar 2024,2
1163,22 mar 2024,1
1164,22 mar 2024,2
1165,22 mar 2024,1
1166,22 mar 2024,2
1167,22 mar 2024,2
1168,22 mar 2024,2
1169,22 mar 2024,2
1170,22 mar 2024,2
1171,22 mar 2024,2
1172,22 mar 2024,2
1173,22 mar 2024,2
1174,23 mar 2024,2
1175,23 mar 2024,2
1176,23 mar 2024,2
1177,23 mar 2024,4
1178,23 mar 2024,2
1179,23 mar 2024,2
1180,23 mar 2024,2
1181,23 mar 2024,2
1182,23 mar 2024,2
1183,23 mar 2024,2
1184,23 mar 2024,2
1185,23 mar 2024,2
1186,23 mar 2024,2
1187,23 mar 2024,2
1188,23 mar 2024,4
1189,23 mar 2024,2
1190,23 mar 2024,1
1191,23 mar 2024,2
1192,23 mar 2024,2
1193,23 mar 2024,4
1194,23 mar 2024,2
1195,23 mar 2024,2
1196,23 mar 2024,4
1197,23 mar 2024,2
1198,23 mar 2024,2
1199,23 mar 2024,2
1200,23 mar 2024,2
1201,23 mar 2024,2
1202,23 mar 2024,2
1203,23 mar 2024,1
1204,23 mar 2024,2
1205,24 mar 2024,2
1206,24 mar 2024,2
1207,24 mar 2024,2
1208,24 mar 2024,2
1209,24 mar 2024,2
1210,24 mar 2024,1
1211,24 mar 2024,2
1212,24 mar 2024,6
1213,24 mar 2024,1
1214,24 mar 2024,1
1215,24 mar 2024,2
1216,24 mar 2024,2
1217,24 mar 2024,2
1218,24 mar 2024,2
1219,24 mar 2024,2
1220,24 mar 2024,2
1221,24 mar 2024,2
1222,24 mar 2024,2
1223,24 mar 2024,3
1224,24 mar 2024,2
1225,24 mar 2024,2
1226,24 mar 2024,2
1227,24 mar 2024,3
1228,24 mar 2024,2
1229,24 mar 2024,2
1230,24 mar 2024,4
1231,24 mar 2024,4
1232,24 mar 2024,2
1233,24 mar 2024,2
1234,25 mar 2024,2
1235,25 mar 2024,2
1236,26 mar 2024,2
1237,26 mar 2024,2
1238,26 mar 2024,2
1239,26 mar 2024,2
1240,26 mar 2024,2
1241,26 mar 2024,2
1242,26 mar 2024,2
1243,26 mar 2024,1
1244,26 mar 2024,1
1245,26 mar 2024,1
1246,26 mar 2024,2
1247,26 mar 2024,1
1248,26 mar 2024,1
1249,26 mar 2024,2
1250,26 mar 2024,2
1251,26 mar 2024,3
1252,26 mar 2024,2
1253,26 mar 2024,2
1254,26 mar 2024,2
1255,26 mar 2024,2
1256,26 mar 2024,2
1257,26 mar 2024,1
1258,26 mar 2024,2
1259,26 mar 2024,2
1260,26 mar 2024,1
1261,26 mar 2024,1
1262,26 mar 2024,1
1263,26 mar 2024,2
1264,26 mar 2024,2
1265,26 mar 2024,2
1266,26 mar 2024,1
1267,26 mar 2024,2
1268,26 mar 2024,2
1269,26 mar 2024,1
1270,26 mar 2024,4
1271,26 mar 2024,2
1272,26 mar 2024,2
1273,27 mar 2024,2
1274,27 mar 2024,2
1275,27 mar 2024,3
1276,27 mar 2024,2
1277,27 mar 2024,1
1278,27 mar 2024,2
1279,27 mar 2024,2
1280,27 mar 2024,2
1281,27 mar 2024,2
1282,27 mar 2024,1
1283,27 mar 2024,2
1284,27 mar 2024,2
1285,27 mar 2024,1
1286,27 mar 2024,2
1287,27 mar 2024,4
1288,27 mar 2024,2
1289,27 mar 2024,2
1290,27 mar 2024,2
1291,27 mar 2024,2
1292,27 mar 2024,2
1293,28 mar 2024,4
1294,28 mar 2024,1
1295,28 mar 2024,2
1296,28 mar 2024,2
1297,28 mar 2024,2
1298,28 mar 2024,2
1299,28 mar 2024,2
1300,28 mar 2024,2
1301,28 mar 2024,2
1302,28 mar 2024,2
1303,28 mar 2024,2
1304,28 mar 2024,2
1305,28 mar 2024,2
1306,28 mar 2024,4
1307,28 mar 2024,2
1308,28 mar 2024,2
1309,28 mar 2024,2
1310,28 mar 2024,1
1311,28 mar 2024,2
1312,28 mar 2024,2
1313,28 mar 2024,2
1314,28 mar 2024,2
1315,29 mar 2024,2
1316,29 mar 2024,2
1317,29 mar 2024,1
1318,29 mar 2024,2
1319,29 mar 2024,2
1320,29 mar 2024,3
1321,29 mar 2024,4
1322,29 mar 2024,2
1323,29 mar 2024,2
1324,29 mar 2024,2
1325,29 mar 2024,2
1326,29 mar 2024,2
1327,29 mar 2024,2
1328,29 mar 2024,2
1329,29 mar 2024,2
1330,29 mar 2024,2
1331,29 mar 2024,2
1332,29 mar 2024,5
1333,29 mar 2024,2
1334,29 mar 2024,2
1335,29 mar 2024,1
1336,29 mar 2024,1
1337,29 mar 2024,2
1338,29 mar 2024,2
1339,29 mar 2024,2
1340,29 mar 2024,2
1341,29 mar 2024,2
1342,29 mar 2024,2
1343,30 mar 2024,2
1344,30 mar 2024,2
1345,30 mar 2024,4
1346,30 mar 2024,2
1347,30 mar 2024,2
1348,30 mar 2024,2
1349,30 mar 2024,2
1350,30 mar 2024,1
1351,30 mar 2024,2
1352,30 mar 2024,2
1353,30 mar 2024,2
1354,30 mar 2024,2
1355,30 mar 2024,2
1356,30 mar 2024,2
1357,30 mar 2024,2
1358,30 mar 2024,3
1359,30 mar 2024,2
1360,30 mar 2024,2
1361,30 mar 2024,2
1362,30 mar 2024,4
1363,30 mar 2024,2
1364,30 mar 2024,2
1365,31 mar 2024,1
1366,31 mar 2024,2
1367,31 mar 2024,1
1368,31 mar 2024,2
1369,31 mar 2024,2
1370,31 mar 2024,2
1371,31 mar 2024,3
1372,31 mar 2024,2
1373,31 mar 2024,1
1374,31 mar 2024,2
1375,31 mar 2024,3
1376,31 mar 2024,1
1377,31 mar 2024,3
1378,31 mar 2024,2
1379,1 abr 2024,2
1380,1 abr 2024,2
1381,1 abr 2024,2
1382,1 abr 2024,2
1383,1 abr 2024,2
1384,1 abr 2024,2
1385,1 abr 2024,2
1386,1 abr 2024,2
1387,1 abr 2024,2
1388,1 abr 2024,1
1389,1 abr 2024,1
1390,1 abr 2024,1
1391,1 abr 2024,2
1392,1 abr 2024,2
1393,1 abr 2024,2
1394,1 abr 2024,1
1395,1 abr 2024,2
1396,1 abr 2024,1
1397,1 abr 2024,1
1398,1 abr 2024,2
1399,1 abr 2024,2
1400,1 abr 2024,2
1401,1 abr 2024,2
1402,1 abr 2024,2
1403,1 abr 2024,3
1404,1 abr 2024,2
1405,1 abr 2024,2
1406,1 abr 2024,3
1407,1 abr 2024,1
1408,2 abr 2024,1
1409,2 abr 2024,2
1410,2 abr 2024,2
1411,2 abr 2024,2
1412,2 abr 2024,2
1413,2 abr 2024,1
1414,2 abr 2024,2
1415,2 abr 2024,2
1416,2 abr 2024,2
1417,2 abr 2024,2
1418,2 abr 2024,3
1419,2 abr 2024,1
1420,2 abr 2024,2
1421,2 abr 2024,2
1422,2 abr 2024,3
1423,2 abr 2024,2
1424,2 abr 2024,3
1425,2 abr 2024,2
1426,2 abr 2024,2
1427,2 abr 2024,2
1428,2 abr 2024,2
1429,2 abr 2024,2
1430,2 abr 2024,2
1431,2 abr 2024,3
1432,2 abr 2024,2
1433,2 abr 2024,2
1434,2 abr 2024,2
1435,2 abr 2024,2
1436,2 abr 2024,2
1437,3 abr 2024,2
1438,3 abr 2024,2
1439,3 abr 2024,4
1440,3 abr 2024,1
1441,3 abr 2024,2
1442,3 abr 2024,1
1443,3 abr 2024,2
1444,3 abr 2024,2
1445,3 abr 2024,1
1446,3 abr 2024,3
1447,3 abr 2024,1
1448,3 abr 2024,4
1449,3 abr 2024,2
1450,3 abr 2024,2
1451,3 abr 2024,2
1452,3 abr 2024,1
1453,3 abr 2024,4
1454,3 abr 2024,1
1455,3 abr 2024,2
1456,3 abr 2024,2
1457,3 abr 2024,2
1458,3 abr 2024,4
1459,3 abr 2024,2
1460,3 abr 2024,2
1461,3 abr 2024,2
1462,3 abr 2024,2
1463,3 abr 2024,2
1464,3 abr 2024,2
1465,3 abr 2024,3
1466,3 abr 2024,2
1467,3 abr 2024,2
1468,3 abr 2024,2
1469,4 abr 2024,2
1470,4 abr 2024,3
1471,4 abr 2024,3
1472,4 abr 2024,2
1473,4 abr 2024,2
1474,4 abr 2024,2
1475,4 abr 2024,2
1476,4 abr 2024,2
1477,4 abr 2024,2
1478,4 abr 2024,2
1479,4 abr 2024,2
1480,4 abr 2024,4
1481,4 abr 2024,2
1482,4 abr 2024,2
1483,4 abr 2024,4
1484,4 abr 2024,3
1485,4 abr 2024,2
1486,4 abr 2024,2
1487,4 abr 2024,4
1488,4 abr 2024,2
1489,4 abr 2024,2
1490,4 abr 2024,1
1491,4 abr 2024,2
1492,4 abr 2024,2
1493,4 abr 2024,2
1494,4 abr 2024,2
1495,5 abr 2024,2
1496,5 abr 2024,2
1497,5 abr 2024,2
1498,5 abr 2024,2
1499,5 abr 2024,2
1500,5 abr 2024,2
1501,5 abr 2024,2
1502,5 abr 2024,2
1503,5 abr 2024,2
1504,5 abr 2024,2
1505,5 abr 2024,2
1506,5 abr 2024,2
1507,5 abr 2024,3
1508,5 abr 2024,1
1509,5 abr 2024,2
1510,5 abr 2024,2
1511,5 abr 2024,2
1512,5 abr 2024,5
1513,5 abr 2024,3
1514,5 abr 2024,2
1515,5 abr 2024,4
1516,5 abr 2024,2
1517,5 abr 2024,2
1518,5 abr 2024,2
1519,5 abr 2024,4
1520,5 abr 2024,2
1521,6 abr 2024,2
1522,6 abr 2024,2
1523,6 abr 2024,2
1524,6 abr 2024,2
1525,6 abr 2024,1
1526,6 abr 2024,1
1527,6 abr 2024,2
1528,6 abr 2024,2
1529,6 abr 2024,4
1530,6 abr 2024,4
1531,6 abr 2024,2
1532,6 abr 2024,1
1533,6 abr 2024,2
1534,6 abr 2024,2
1535,6 abr 2024,2
1536,6 abr 2024,2
1537,6 abr 2024,2
1538,6 abr 2024,1
1539,6 abr 2024,2
1540,6 abr 2024,2
1541,6 abr 2024,2
1542,6 abr 2024,5
1543,6 abr 2024,2
1544,6 abr 2024,2
1545,6 abr 2024,2
1546,6 abr 2024,2
1547,6 abr 2024,5
1548,6 abr 2024,3
1549,6 abr 2024,2
1550,6 abr 2024,2
1551,6 abr 2024,2
1552,6 abr 2024,1
1553,6 abr 2024,1
1554,6 abr 2024,1
1555,7 abr 2024,2
1556,7 abr 2024,2
1557,7 abr 2024,2
1558,7 abr 2024,3
1559,7 abr 2024,2
1560,7 abr 2024,1
1561,7 abr 2024,2
1562,7 abr 2024,2
1563,7 abr 2024,2
1564,7 abr 2024,2
1565,7 abr 2024,2
1566,7 abr 2024,3
1567,7 abr 2024,2
1568,7 abr 2024,1
1569,7 abr 2024,2
1570,7 abr 2024,2
1571,7 abr 2024,2
1572,7 abr 2024,1
1573,7 abr 2024,2
1574,7 abr 2024,2
1575,7 abr 2024,4
1576,7 abr 2024,2
1577,7 abr 2024,2
1578,7 abr 2024,2
1579,7 abr 2024,2
1580,8 abr 2024,4
1581,8 abr 2024,2
1582,8 abr 2024,2
1583,8 abr 2024,1
1584,8 abr 2024,2
1585,8 abr 2024,1
1586,8 abr 2024,2
1587,8 abr 2024,2
1588,8 abr 2024,2
1589,8 abr 2024,2
1590,8 abr 2024,4
1591,8 abr 2024,3
1592,8 abr 2024,2
1593,8 abr 2024,2
1594,8 abr 2024,1
1595,8 abr 2024,2
1596,8 abr 2024,1
1597,8 abr 2024,2
1598,8 abr 2024,2
1599,8 abr 2024,2
1600,8 abr 2024,1
1601,8 abr 2024,2
1602,8 abr 2024,2
1603,8 abr 2024,1
1604,8 abr 2024,2
1605,8 abr 2024,2
1606,8 abr 2024,2
1607,9 abr 2024,1
1608,9 abr 2024,1
1609,9 abr 2024,2
1610,9 abr 2024,1
1611,9 abr 2024,2
1612,9 abr 2024,1
1613,9 abr 2024,2
1614,9 abr 2024,1
1615,9 abr 2024,2
1616,9 abr 2024,2
1617,9 abr 2024,1
1618,9 abr 2024,1
1619,9 abr 2024,2
1620,9 abr 2024,2
1621,9 abr 2024,2
1622,9 abr 2024,1
1623,9 abr 2024,2
1624,9 abr 2024,3
1625,9 abr 2024,1
1626,9 abr 2024,2
1627,9 abr 2024,2
1628,9 abr 2024,2
1629,9 abr 2024,2
1630,10 abr 2024,2
1631,10 abr 2024,3
1632,10 abr 2024,2
1633,10 abr 2024,1
1634,10 abr 2024,2
1635,10 abr 2024,3
1636,10 abr 2024,2
1637,10 abr 2024,2
1638,10 abr 2024,2
1639,10 abr 2024,2
1640,10 abr 2024,2
1641,10 abr 2024,3
1642,10 abr 2024,3
1643,10 abr 2024,2
1644,10 abr 2024,4
1645,10 abr 2024,2
1646,10 abr 2024,2
1647,10 abr 2024,2
1648,10 abr 2024,2
1649,10 abr 2024,2
1650,11 abr 2024,2
1651,11 abr 2024,2
1652,11 abr 2024,2
1653,11 abr 2024,4
1654,11 abr 2024,3
1655,11 abr 2024,1
1656,11 abr 2024,2
1657,11 abr 2024,2
1658,11 abr 2024,2
1659,11 abr 2024,2
1660,11 abr 2024,2
1661,11 abr 2024,2
1662,11 abr 2024,2
1663,11 abr 2024,1
1664,11 abr 2024,2
1665,11 abr 2024,2
1666,11 abr 2024,2
1667,11 abr 2024,1
1668,11 abr 2024,2
1669,11 abr 2024,2
1670,11 abr 2024,2
1671,11 abr 2024,2
1672,11 abr 2024,3
1673,11 abr 2024,1
1674,11 abr 2024,1
1675,12 abr 2024,4
1676,12 abr 2024,4
1677,12 abr 2024,2
1678,12 abr 2024,2
1679,12 abr 2024,2
1680,12 abr 2024,2
1681,12 abr 2024,2
1682,12 abr 2024,3
1683,12 abr 2024,2
1684,12 abr 2024,3
1685,12 abr 2024,2
1686,12 abr 2024,1
1687,12 abr 2024,2
1688,12 abr 2024,2
1689,12 abr 2024,3
1690,12 abr 2024,2
1691,12 abr 2024,2
1692,12 abr 2024,2
1693,12 abr 2024,2
1694,12 abr 2024,2
1695,12 abr 2024,2
1696,12 abr 2024,2
1697,12 abr 2024,2
1698,12 abr 2024,2
1699,12 abr 2024,2
1700,12 abr 2024,1
1701,12 abr 2024,2
1702,12 abr 2024,2
1703,12 abr 2024,4
1704,12 abr 2024,3
1705,12 abr 2024,1
1706,12 abr 2024,4
1707,13 abr 2024,2
1708,13 abr 2024,2
1709,13 abr 2024,2
1710,13 abr 2024,2
1711,13 abr 2024,2
1712,13 abr 2024,1
1713,13 abr 2024,2
1714,13 abr 2024,1
1715,13 abr 2024,2
1716,13 abr 2024,2
1717,13 abr 2024,2
1718,13 abr 2024,2
1719,13 abr 2024,4
1720,13 abr 2024,2
1721,13 abr 2024,6
1722,13 abr 2024,2
1723,13 abr 2024,2
1724,13 abr 2024,2
1725,13 abr 2024,3
1726,13 abr 2024,3
1727,13 abr 2024,2
1728,13 abr 2024,2
1729,13 abr 2024,1
1730,13 abr 2024,2
1731,13 abr 2024,4
1732,13 abr 2024,2
1733,13 abr 2024,3
1734,13 abr 2024,2
1735,13 abr 2024,3
1736,13 abr 2024,2
1737,14 abr 2024,2
1738,14 abr 2024,3
1739,14 abr 2024,2
1740,14 abr 2024,3
1741,14 abr 2024,2
1742,14 abr 2024,1
1743,14 abr 2024,2
1744,14 abr 2024,2
1745,14 abr 2024,2
1746,14 abr 2024,2
1747,14 abr 2024,4
1748,14 abr 2024,1
1749,14 abr 2024,2
1750,14 abr 2024,2
1751,14 abr 2024,2
1752,14 abr 2024,2
1753,14 abr 2024,2
1754,14 abr 2024,2
1755,14 abr 2024,3
1756,14 abr 2024,2
1757,14 abr 2024,3
1758,14 abr 2024,2
1759,14 abr 2024,2
1760,14 abr 2024,3
1761,14 abr 2024,2
1762,14 abr 2024,2
1763,14 abr 2024,1
1764,14 abr 2024,1
1765,14 abr 2024,1
1766,14 abr 2024,3
1767,14 abr 2024,2
1768,14 abr 2024,2
1769,14 abr 2024,2
1770,15 abr 2024,2
1771,15 abr 2024,2
1772,15 abr 2024,1
1773,15 abr 2024,2
1774,15 abr 2024,1
1775,15 abr 2024,2
1776,15 abr 2024,2
1777,15 abr 2024,2
1778,15 abr 2024,1
1779,15 abr 2024,2
1780,15 abr 2024,2
1781,15 abr 2024,2
1782,15 abr 2024,2
1783,15 abr 2024,2
1784,15 abr 2024,2
1785,15 abr 2024,2
1786,15 abr 2024,2
1787,15 abr 2024,2
1788,15 abr 2024,2
1789,15 abr 2024,2
1790,15 abr 2024,2
1791,15 abr 2024,2
1792,15 abr 2024,2
1793,15 abr 2024,3
1794,15 abr 2024,4
1795,15 abr 2024,2
1796,15 abr 2024,3
1797,16 abr 2024,2
1798,16 abr 2024,2
1799,16 abr 2024,1
1800,16 abr 2024,2
1801,16 abr 2024,2
1802,16 abr 2024,2
1803,16 abr 2024,2
1804,16 abr 2024,2
1805,16 abr 2024,2
1806,16 abr 2024,2
1807,16 abr 2024,2
1808,16 abr 2024,2
1809,16 abr 2024,2
1810,16 abr 2024,3
1811,16 abr 2024,1
1812,16 abr 2024,1
1813,16 abr 2024,2
1814,16 abr 2024,2
1815,16 abr 2024,1
1816,16 abr 2024,2
1817,17 abr 2024,3
1818,17 abr 2024,2
1819,17 abr 2024,2
1820,17 abr 2024,2
1821,17 abr 2024,1
1822,17 abr 2024,1
1823,17 abr 2024,2
1824,17 abr 2024,2
1825,17 abr 2024,2
1826,17 abr 2024,2
1827,17 abr 2024,2
1828,17 abr 2024,2
1829,17 abr 2024,1
1830,17 abr 2024,2
1831,17 abr 2024,1
1832,17 abr 2024,1
1833,17 abr 2024,3
1834,17 abr 2024,2
1835,17 abr 2024,2
1836,17 abr 2024,2
1837,17 abr 2024,2
1838,17 abr 2024,2
1839,17 abr 2024,2
1840,17 abr 2024,2
1841,17 abr 2024,2
1842,17 abr 2024,2
1843,18 abr 2024,2
1844,18 abr 2024,2
1845,18 abr 2024,2
1846,18 abr 2024,2
1847,18 abr 2024,5
1848,18 abr 2024,2
1849,18 abr 2024,2
1850,18 abr 2024,1
1851,18 abr 2024,2
1852,18 abr 2024,2
1853,18 abr 2024,2
1854,18 abr 2024,2
1855,18 abr 2024,2
1856,18 abr 2024,2
1857,18 abr 2024,2
1858,18 abr 2024,2
1859,18 abr 2024,2
1860,18 abr 2024,2
1861,18 abr 2024,2
1862,18 abr 2024,2
1863,18 abr 2024,3
1864,18 abr 2024,2
1865,18 abr 2024,2
1866,18 abr 2024,2
1867,18 abr 2024,4
1868,18 abr 2024,1
1869,18 abr 2024,2
1870,18 abr 2024,2
1871,18 abr 2024,2
1872,19 abr 2024,2
1873,19 abr 2024,2
1874,19 abr 2024,2
1875,19 abr 2024,2
1876,19 abr 2024,1
1877,19 abr 2024,2
1878,19 abr 2024,2
1879,19 abr 2024,2
1880,19 abr 2024,1
1881,19 abr 2024,2
1882,19 abr 2024,2
1883,19 abr 2024,3
1884,19 abr 2024,1
1885,19 abr 2024,2
1886,19 abr 2024,1
1887,19 abr 2024,2
1888,19 abr 2024,2
1889,19 abr 2024,2
1890,20 abr 2024,2
1891,20 abr 2024,1
1892,20 abr 2024,2
1893,20 abr 2024,1
1894,20 abr 2024,2
1895,20 abr 2024,2
1896,20 abr 2024,1
1897,20 abr 2024,7
1898,20 abr 2024,1
1899,20 abr 2024,1
1900,20 abr 2024,2
1901,20 abr 2024,1
1902,20 abr 2024,2
1903,20 abr 2024,1
1904,20 abr 2024,1
1905,20 abr 2024,4
1906,20 abr 2024,1
1907,20 abr 2024,2
1908,20 abr 2024,2
1909,20 abr 2024,2
1910,20 abr 2024,2
1911,20 abr 2024,2
1912,20 abr 2024,2
1913,20 abr 2024,2
1914,20 abr 2024,2
1915,20 abr 2024,2
1916,20 abr 2024,2
1917,20 abr 2024,2
1918,21 abr 2024,1
1919,21 abr 2024,2
1920,21 abr 2024,2
1921,21 abr 2024,1
1922,21 abr 2024,2
1923,21 abr 2024,3
1924,21 abr 2024,2
1925,21 abr 2024,2
1926,21 abr 2024,4
1927,21 abr 2024,2
1928,21 abr 2024,2
1929,21 abr 2024,2
1930,21 abr 2024,1
1931,21 abr 2024,2
1932,21 abr 2024,4
1933,21 abr 2024,2
1934,21 abr 2024,2
1935,21 abr 2024,2
1936,21 abr 2024,2
1937,21 abr 2024,1
1938,21 abr 2024,3
1939,21 abr 2024,2
1940,21 abr 2024,1
1941,21 abr 2024,7
1942,22 abr 2024,1
1943,22 abr 2024,2
1944,22 abr 2024,2
1945,22 abr 2024,2
1946,22 abr 2024,4
1947,22 abr 2024,1
1948,22 abr 2024,2
1949,22 abr 2024,2
1950,22 abr 2024,2
1951,22 abr 2024,2
1952,22 abr 2024,2
1953,22 abr 2024,1
1954,22 abr 2024,2
1955,22 abr 2024,3
1956,22 abr 2024,1
1957,22 abr 2024,2
1958,22 abr 2024,2
1959,22 abr 2024,4
1960,22 abr 2024,2
1961,22 abr 2024,2
1962,22 abr 2024,2
1963,22 abr 2024,2
1964,22 abr 2024,2
1965,22 abr 2024,3
1966,22 abr 2024,2
1967,22 abr 2024,2
1968,22 abr 2024,2
1969,22 abr 2024,1
1970,23 abr 2024,2
1971,23 abr 2024,2
1972,23 abr 2024,2
1973,23 abr 2024,2
1974,23 abr 2024,2
1975,23 abr 2024,2
1976,23 abr 2024,4
1977,23 abr 2024,2
1978,23 abr 2024,2
1979,23 abr 2024,2
1980,23 abr 2024,2
1981,23 abr 2024,2
1982,23 abr 2024,2
1983,23 abr 2024,2
1984,23 abr 2024,1
1985,23 abr 2024,4
1986,23 abr 2024,2
1987,23 abr 2024,2
1988,23 abr 2024,2
1989,23 abr 2024,2
1990,23 abr 2024,2
1991,24 abr 2024,5
1992,24 abr 2024,2
1993,24 abr 2024,2
1994,24 abr 2024,2
1995,24 abr 2024,3
1996,24 abr 2024,1
1997,24 abr 2024,1
1998,24 abr 2024,2
1999,24 abr 2024,2
2000,24 abr 2024,2
2001,24 abr 2024,2
2002,24 abr 2024,4
2003,24 abr 2024,1
2004,24 abr 2024,1
2005,24 abr 2024,4
2006,24 abr 2024,2
2007,24 abr 2024,4
2008,24 abr 2024,2
2009,24 abr 2024,6
2010,24 abr 2024,6
2011,24 abr 2024,2
2012,24 abr 2024,3
2013,24 abr 2024,2
2014,24 abr 2024,2
2015,24 abr 2024,2
2016,24 abr 2024,2
2017,24 abr 2024,2
2018,24 abr 2024,2
2019,24 abr 2024,2
2020,24 abr 2024,2
2021,24 abr 2024,2
2022,24 abr 2024,2
2023,24 abr 2024,1
2024,24 abr 2024,1
2025,24 abr 2024,1
2026,25 abr 2024,1
2027,25 abr 2024,3
2028,25 abr 2024,3
2029,25 abr 2024,2
2030,25 abr 2024,3
2031,25 abr 2024,3
2032,25 abr 2024,2
2033,25 abr 2024,2
2034,25 abr 2024,2
2035,25 abr 2024,3
2036,25 abr 2024,2
2037,25 abr 2024,2
2038,25 abr 2024,3
2039,25 abr 2024,2
2040,25 abr 2024,2
2041,25 abr 2024,2
2042,25 abr 2024,2
2043,26 abr 2024,4
2044,26 abr 2024,2
2045,26 abr 2024,1
2046,26 abr 2024,2
2047,26 abr 2024,1
2048,26 abr 2024,1
2049,26 abr 2024,2
2050,26 abr 2024,4
2051,26 abr 2024,2
2052,26 abr 2024,2
2053,26 abr 2024,4
2054,26 abr 2024,2
2055,26 abr 2024,2
2056,26 abr 2024,2
2057,26 abr 2024,2
2058,26 abr 2024,2
2059,26 abr 2024,2
2060,26 abr 2024,4
2061,26 abr 2024,2
2062,26 abr 2024,2
2063,26 abr 2024,2
2064,26 abr 2024,2
2065,26 abr 2024,2
2066,26 abr 2024,2
2067,26 abr 2024,2
2068,26 abr 2024,2
2069,27 abr 2024,3
2070,27 abr 2024,5
2071,27 abr 2024,1
2072,27 abr 2024,3
2073,27 abr 2024,4
2074,27 abr 2024,2
2075,27 abr 2024,2
2076,27 abr 2024,2
2077,27 abr 2024,2
2078,27 abr 2024,2
2079,27 abr 2024,2
2080,27 abr 2024,2
2081,27 abr 2024,2
2082,27 abr 2024,1
2083,27 abr 2024,2
2084,27 abr 2024,2
2085,27 abr 2024,2
2086,27 abr 2024,2
2087,27 abr 2024,3
2088,27 abr 2024,2
2089,27 abr 2024,2
2090,27 abr 2024,2
2091,27 abr 2024,4
2092,27 abr 2024,2
2093,27 abr 2024,2
2094,27 abr 2024,3
2095,27 abr 2024,2
2096,27 abr 2024,4
2097,27 abr 2024,2
2098,27 abr 2024,2
2099,27 abr 2024,3
2100,27 abr 2024,2
2101,27 abr 2024,4
2102,27 abr 2024,2
2103,27 abr 2024,2
2104,27 abr 2024,2
2105,27 abr 2024,2
2106,27 abr 2024,3
2107,27 abr 2024,4
2108,27 abr 2024,2
2109,27 abr 2024,2
2110,27 abr 2024,2
2111,27 abr 2024,3
2112,28 abr 2024,2
2113,28 abr 2024,2
2114,28 abr 2024,2
2115,28 abr 2024,1
2116,28 abr 2024,1
2117,28 abr 2024,3
2118,28 abr 2024,4
2119,28 abr 2024,2
2120,28 abr 2024,4
2121,28 abr 2024,3
2122,28 abr 2024,2
2123,28 abr 2024,2
2124,28 abr 2024,2
2125,28 abr 2024,2
2126,28 abr 2024,2
2127,28 abr 2024,2
2128,28 abr 2024,2
2129,28 abr 2024,2
2130,28 abr 2024,2
2131,28 abr 2024,2
2132,28 abr 2024,2
2133,28 abr 2024,2
2134,28 abr 2024,3
2135,28 abr 2024,2
2136,28 abr 2024,4
2137,28 abr 2024,2
2138,28 abr 2024,2
2139,28 abr 2024,2
2140,28 abr 2024,1
2141,28 abr 2024,5
2142,28 abr 2024,2
2143,28 abr 2024,2
2144,28 abr 2024,2
2145,28 abr 2024,2
2146,28 abr 2024,2
2147,28 abr 2024,2
2148,28 abr 2024,2
2149,28 abr 2024,1
2150,28 abr 2024,2
2151,28 abr 2024,3
2152,28 abr 2024,2
2153,29 abr 2024,2
2154,29 abr 2024,2
2155,29 abr 2024,2
2156,29 abr 2024,2
2157,29 abr 2024,2
2158,30 abr 2024,2
2159,30 abr 2024,2
2160,30 abr 2024,4
2161,30 abr 2024,2
2162,30 abr 2024,2
2163,30 abr 2024,2
2164,30 abr 2024,2
2165,30 abr 2024,2
2166,30 abr 2024,2
2167,30 abr 2024,2
2168,30 abr 2024,2
2169,30 abr 2024,1
2170,30 abr 2024,3
2171,30 abr 2024,2
2172,30 abr 2024,2
2173,30 abr 2024,2
2174,30 abr 2024,3
2175,30 abr 2024,1
2176,30 abr 2024,2
2177,30 abr 2024,2
2178,30 abr 2024,1
2179,30 abr 2024,2
2180,30 abr 2024,3
2181,30 abr 2024,3
2182,30 abr 2024,2
2183,30 abr 2024,2
2184,30 abr 2024,1
2185,30 abr 2024,2
2186,30 abr 2024,2
2187,30 abr 2024,2
2188,30 abr 2024,2
2189,30 abr 2024,2
2190,30 abr 2024,2
2191,30 abr 2024,2
2192,30 abr 2024,2
2193,30 abr 2024,3
2194,30 abr 2024,6
2195,30 abr 2024,2
2196,30 abr 2024,1
2197,30 abr 2024,2
2198,30 abr 2024,2
2199,30 abr 2024,1
2200,30 abr 2024,3
2201,30 abr 2024,2
2202,1 may 2024,3
2203,1 may 2024,2
2204,1 may 2024,2
2205,1 may 2024,2
2206,1 may 2024,2
2207,1 may 2024,2
2208,1 may 2024,2
2209,1 may 2024,2
2210,1 may 2024,2
2211,1 may 2024,2
2212,1 may 2024,2
2213,1 may 2024,2
2214,1 may 2024,2
2215,1 may 2024,2
2216,1 may 2024,2
2217,1 may 2024,2
2218,1 may 2024,2
2219,1 may 2024,2
2220,1 may 2024,2
2221,1 may 2024,2
2222,1 may 2024,2
2223,1 may 2024,2
2224,1 may 2024,2
2225,1 may 2024,2
2226,1 may 2024,2
2227,1 may 2024,1
2228,1 may 2024,3
2229,1 may 2024,1
