numero,fecha_recogida (Fecha),UND
7999,19 nov 2024,1
8000,19 nov 2024,2
8001,20 nov 2024,2
8002,20 nov 2024,2
8003,20 nov 2024,2
8004,20 nov 2024,1
8005,20 nov 2024,1
8006,20 nov 2024,2
8007,21 nov 2024,2
8008,21 nov 2024,1
8009,21 nov 2024,2
8010,21 nov 2024,2
8011,21 nov 2024,5
8012,21 nov 2024,2
8013,21 nov 2024,2
8014,21 nov 2024,2
8015,21 nov 2024,2
8016,21 nov 2024,2
8017,22 nov 2024,2
8018,22 nov 2024,2
8019,22 nov 2024,3
8020,22 nov 2024,2
8021,22 nov 2024,2
8022,22 nov 2024,2
8023,22 nov 2024,2
8024,22 nov 2024,2
8025,23 nov 2024,6
8026,23 nov 2024,1
8027,23 nov 2024,1
8028,23 nov 2024,4
8029,23 nov 2024,2
8030,23 nov 2024,2
8031,23 nov 2024,2
8032,23 nov 2024,1
8033,23 nov 2024,2
8034,23 nov 2024,6
8035,24 nov 2024,1
8036,24 nov 2024,1
8037,24 nov 2024,3
8038,24 nov 2024,2
8039,24 nov 2024,1
8040,24 nov 2024,2
8041,24 nov 2024,1
8042,24 nov 2024,2
8043,24 nov 2024,4
8044,24 nov 2024,2
8045,24 nov 2024,2
8046,24 nov 2024,2
8047,24 nov 2024,2
8048,24 nov 2024,2
8049,25 nov 2024,1
8050,25 nov 2024,2
8051,25 nov 2024,2
8052,25 nov 2024,2
8053,25 nov 2024,3
8054,25 nov 2024,2
8055,25 nov 2024,2
8056,25 nov 2024,1
8057,26 nov 2024,2
8058,26 nov 2024,1
8059,26 nov 2024,2
8060,26 nov 2024,2
8061,26 nov 2024,2
8062,26 nov 2024,2
8063,26 nov 2024,1
8064,26 nov 2024,2
8065,26 nov 2024,1
8066,27 nov 2024,2
8067,27 nov 2024,2
8068,27 nov 2024,2
8069,27 nov 2024,2
8070,27 nov 2024,2
8071,28 nov 2024,2
8072,28 nov 2024,2
8073,28 nov 2024,2
8074,28 nov 2024,2
8075,28 nov 2024,2
8076,28 nov 2024,3
8077,28 nov 2024,2
8078,29 nov 2024,4
8079,29 nov 2024,1
8080,29 nov 2024,3
8081,29 nov 2024,2
8082,29 nov 2024,1
8083,29 nov 2024,2
8084,29 nov 2024,1
8085,29 nov 2024,2
8086,29 nov 2024,1
8087,29 nov 2024,2
8088,29 nov 2024,2
8089,29 nov 2024,2
8090,29 nov 2024,1
8091,29 nov 2024,1
8092,29 nov 2024,1
8093,29 nov 2024,2
8094,29 nov 2024,2
8095,29 nov 2024,2
8096,29 nov 2024,2
8097,29 nov 2024,2
8098,29 nov 2024,2
8099,29 nov 2024,1
8100,29 nov 2024,2
8101,29 nov 2024,3
8102,29 nov 2024,2
8103,29 nov 2024,1
8104,29 nov 2024,2
8105,30 nov 2024,4
8106,30 nov 2024,2
8107,30 nov 2024,1
8108,30 nov 2024,2
8109,30 nov 2024,2
8110,30 nov 2024,2
8111,30 nov 2024,1
8112,30 nov 2024,1
8113,30 nov 2024,1
8114,30 nov 2024,2
8115,30 nov 2024,1
8116,30 nov 2024,3
8117,30 nov 2024,1
8118,30 nov 2024,2
8119,30 nov 2024,2
8120,30 nov 2024,4
8121,30 nov 2024,5
8122,30 nov 2024,2
8123,30 nov 2024,2
8124,30 nov 2024,2
8125,30 nov 2024,2
8126,30 nov 2024,2
8127,30 nov 2024,1
8128,30 nov 2024,4
8129,30 nov 2024,4
8130,30 nov 2024,2
8131,30 nov 2024,1
8132,30 nov 2024,1
8133,30 nov 2024,2
8134,30 nov 2024,1
8135,30 nov 2024,2
8136,30 nov 2024,4
8137,30 nov 2024,1
8138,30 nov 2024,4
8139,30 nov 2024,1
8140,30 nov 2024,2
8141,30 nov 2024,2
8142,30 nov 2024,2
8143,30 nov 2024,2
8144,30 nov 2024,2
8145,30 nov 2024,2
8146,30 nov 2024,3
8147,30 nov 2024,4
8148,30 nov 2024,1
8149,30 nov 2024,6
8150,30 nov 2024,1
8151,30 nov 2024,1
8152,30 nov 2024,2
8153,30 nov 2024,5
8154,30 nov 2024,1
8155,30 nov 2024,1
8156,30 nov 2024,2
8157,1 dic 2024,1
8158,1 dic 2024,2
8159,1 dic 2024,2
8160,1 dic 2024,2
8161,1 dic 2024,1
8162,1 dic 2024,1
8163,1 dic 2024,1
8164,1 dic 2024,1
8165,1 dic 2024,1
8166,1 dic 2024,2
8167,1 dic 2024,2
8168,1 dic 2024,1
8169,1 dic 2024,1
8170,1 dic 2024,2
8171,1 dic 2024,1
8172,1 dic 2024,1
8173,1 dic 2024,1
8174,1 dic 2024,1
8175,1 dic 2024,1
8176,1 dic 2024,2
8177,1 dic 2024,2
8178,1 dic 2024,6
8179,1 dic 2024,1
8180,1 dic 2024,1
8181,1 dic 2024,1
8182,1 dic 2024,1
8183,1 dic 2024,1
8184,1 dic 2024,1
8185,1 dic 2024,1
8186,1 dic 2024,1
8187,1 dic 2024,2
8188,1 dic 2024,1
8189,1 dic 2024,1
8190,1 dic 2024,1
8191,2 dic 2024,1
8192,2 dic 2024,1
8193,2 dic 2024,2
8194,2 dic 2024,2
8195,2 dic 2024,2
8196,2 dic 2024,3
8197,2 dic 2024,2
8198,2 dic 2024,6
8199,2 dic 2024,1
8200,2 dic 2024,2
8201,2 dic 2024,1
8202,2 dic 2024,2
8203,2 dic 2024,1
8204,2 dic 2024,2
8205,2 dic 2024,2
8206,2 dic 2024,2
8207,2 dic 2024,2
8208,2 dic 2024,4
8209,2 dic 2024,2
8210,2 dic 2024,2
8211,2 dic 2024,2
8212,2 dic 2024,2
8213,2 dic 2024,1
8214,2 dic 2024,2
8215,2 dic 2024,2
8216,2 dic 2024,2
8217,2 dic 2024,2
8218,2 dic 2024,1
8219,2 dic 2024,2
8220,2 dic 2024,2
8221,2 dic 2024,8
8222,2 dic 2024,2
8223,2 dic 2024,1
8224,3 dic 2024,2
8225,3 dic 2024,2
8226,3 dic 2024,1
8227,3 dic 2024,2
8228,3 dic 2024,2
8229,3 dic 2024,1
8230,3 dic 2024,2
8231,3 dic 2024,2
8232,3 dic 2024,2
8233,3 dic 2024,2
8234,3 dic 2024,1
8235,3 dic 2024,3
8236,4 dic 2024,2
8237,4 dic 2024,2
8238,4 dic 2024,2
8239,4 dic 2024,2
8240,5 dic 2024,2
8241,5 dic 2024,1
8242,5 dic 2024,2
8243,5 dic 2024,1
8244,5 dic 2024,1
8245,6 dic 2024,2
8246,6 dic 2024,3
8247,6 dic 2024,2
8248,6 dic 2024,2
8249,6 dic 2024,2
8250,6 dic 2024,2
8251,6 dic 2024,2
8252,6 dic 2024,1
8253,6 dic 2024,2
8254,6 dic 2024,1
8255,6 dic 2024,2
8256,7 dic 2024,2
8257,7 dic 2024,2
8258,7 dic 2024,1
8259,7 dic 2024,1
8260,7 dic 2024,1
8261,7 dic 2024,1
8262,7 dic 2024,2
8263,7 dic 2024,2
8264,7 dic 2024,4
8265,7 dic 2024,2
8266,7 dic 2024,2
8267,7 dic 2024,2
8268,7 dic 2024,1
8269,7 dic 2024,1
8270,7 dic 2024,2
8271,8 dic 2024,1
8272,8 dic 2024,1
8273,8 dic 2024,1
8274,8 dic 2024,3
8275,8 dic 2024,1
8276,8 dic 2024,3
8277,9 dic 2024,2
8278,10 dic 2024,2
8279,10 dic 2024,2
8280,10 dic 2024,2
8281,11 dic 2024,2
8282,12 dic 2024,1
8283,12 dic 2024,2
8284,13 dic 2024,2
8285,13 dic 2024,2
8286,13 dic 2024,2
8287,13 dic 2024,4
8288,13 dic 2024,2
8289,13 dic 2024,2
8290,14 dic 2024,1
8291,14 dic 2024,2
8292,14 dic 2024,2
8293,15 dic 2024,2
8294,15 dic 2024,2
8295,15 dic 2024,2
8296,15 dic 2024,2
8297,16 dic 2024,2
8298,16 dic 2024,1
8299,16 dic 2024,2
8300,16 dic 2024,2
8301,16 dic 2024,1
8302,16 dic 2024,1
8303,16 dic 2024,1
8304,16 dic 2024,1
8305,16 dic 2024,1
8306,16 dic 2024,2
8307,17 dic 2024,1
8308,17 dic 2024,1
8309,17 dic 2024,2
8310,18 dic 2024,2
8311,18 dic 2024,2
8312,19 dic 2024,2
8313,19 dic 2024,1
8314,19 dic 2024,1
8315,19 dic 2024,1
8316,20 dic 2024,2
8317,20 dic 2024,1
8318,20 dic 2024,1
8319,20 dic 2024,2
8320,20 dic 2024,3
8321,21 dic 2024,2
8322,21 dic 2024,1
8323,21 dic 2024,2
8324,22 dic 2024,1
8325,22 dic 2024,4
8326,22 dic 2024,2
8327,22 dic 2024,2
8328,22 dic 2024,3
8329,22 dic 2024,2
8330,22 dic 2024,2
8331,22 dic 2024,1
8332,22 dic 2024,2
8333,22 dic 2024,1
8334,22 dic 2024,2
8335,22 dic 2024,1
8336,22 dic 2024,1
8337,22 dic 2024,2
8338,23 dic 2024,1
8339,24 dic 2024,3
8340,24 dic 2024,2
8341,24 dic 2024,1
8342,24 dic 2024,2
8343,24 dic 2024,1
8344,24 dic 2024,2
8345,24 dic 2024,4
8346,25 dic 2024,2
8347,25 dic 2024,2
8348,25 dic 2024,2
8349,25 dic 2024,3
8350,25 dic 2024,2
8351,25 dic 2024,2
8352,25 dic 2024,3
8353,25 dic 2024,2
8354,26 dic 2024,2
8355,26 dic 2024,1
8356,26 dic 2024,2
8357,27 dic 2024,2
8358,27 dic 2024,2
8359,27 dic 2024,1
8360,27 dic 2024,1
8361,27 dic 2024,2
8362,27 dic 2024,3
8363,27 dic 2024,6
8364,27 dic 2024,2
8365,27 dic 2024,2
8366,28 dic 2024,2
8367,28 dic 2024,3
8368,28 dic 2024,1
8369,28 dic 2024,2
8370,28 dic 2024,2
8371,28 dic 2024,2
8372,28 dic 2024,2
8373,28 dic 2024,2
8374,28 dic 2024,2
8375,28 dic 2024,1
8376,28 dic 2024,1
8377,29 dic 2024,1
8378,29 dic 2024,1
8379,29 dic 2024,2
8380,29 dic 2024,2
8381,29 dic 2024,3
8382,29 dic 2024,2
8383,29 dic 2024,2
8384,29 dic 2024,2
8385,29 dic 2024,2
8386,29 dic 2024,1
8387,29 dic 2024,2
8388,29 dic 2024,2
8389,29 dic 2024,2
8390,29 dic 2024,1
8391,29 dic 2024,2
8392,29 dic 2024,2
8393,29 dic 2024,3
8394,29 dic 2024,2
8395,29 dic 2024,2
8396,30 dic 2024,2
8397,30 dic 2024,1
8398,30 dic 2024,4
8399,30 dic 2024,2
8400,30 dic 2024,2
8401,30 dic 2024,2
8402,30 dic 2024,2
8403,30 dic 2024,2
8404,30 dic 2024,2
8405,30 dic 2024,3
8406,30 dic 2024,2
8407,30 dic 2024,1
8408,30 dic 2024,2
8409,30 dic 2024,1
8410,30 dic 2024,2
8411,30 dic 2024,2
8412,30 dic 2024,2
8413,30 dic 2024,4
8414,30 dic 2024,2
8415,30 dic 2024,1
8416,30 dic 2024,2
8417,30 dic 2024,1
8418,30 dic 2024,2
8419,30 dic 2024,2
8420,30 dic 2024,2
8421,30 dic 2024,2
8422,30 dic 2024,3
8423,30 dic 2024,2
8424,31 dic 2024,3
8425,31 dic 2024,2
8426,31 dic 2024,1
